id,Calories from animal protein (FAO (2017)),Calories from plant protein (FAO (2017)),Calories from fat (FAO (2017)),Calories from carbohydrates (FAO (2017)),calories total,Year,Country_id
6400,92.32,167.2,417.69,1643.79,2321,1997,141
6401,79.4,164.4,373.68,1640.52,2258,1998,141
6402,83.88,159.88,389.7,1639.54,2273,1999,141
6403,86.84,172.92,404.46,1701.78,2366,2000,141
6404,88.88,167.2,399.24,1666.68,2322,2001,141
6405,87.56,164.32,404.37,1680.75,2337,2002,141
6406,91.96,161.64,351.81,1672.59,2278,2003,141
6407,89.24,161.64,358.38,1686.74,2296,2004,141
6408,90.4,174.08,353.16,1790.36,2408,2005,141
6409,96.48,174.56,366.03,1795.93,2433,2006,141
6410,99.76,178.12,377.28,1805.84,2461,2007,141
6411,100.92,178.2,411.66,1834.22,2525,2008,141
6412,102.28,183.2,414.99,1861.53,2562,2009,141
6413,103.48,187.52,423.54,1902.46,2617,2010,141
6414,104.48,186.72,433.26,1907.54,2632,2011,141
6415,108.36,191.2,455.4,1927.04,2682,2012,141
6416,108.16,191.52,460.35,1939.97,2700,2013,141
6417,61.28,104.4,264.87,1357.45,1788,1961,142
6418,60.56,99.76,270.72,1296.96,1728,1962,142
6419,62.52,102.8,277.29,1355.39,1798,1963,142
6420,64.36,102.92,268.38,1376.34,1812,1964,142
6421,68.28,105.8,294.66,1407.26,1876,1965,142
6422,70.12,101.08,313.47,1355.33,1840,1966,142
6423,71.2,102.24,310.5,1381.06,1865,1967,142
6424,81.4,99.92,307.08,1355.6,1844,1968,142
6425,80,99.44,324.9,1347.66,1852,1969,142
6426,79.16,98.32,312.75,1320.77,1811,1970,142
6427,79.24,101.52,305.55,1350.69,1837,1971,142
6428,80.64,106.88,299.07,1412.41,1899,1972,142
6429,80.52,101.2,311.67,1380.61,1874,1973,142
6430,87.12,104.2,312.75,1466.93,1971,1974,142
6431,82.6,110,298.17,1518.23,2009,1975,142
6432,71.6,113.4,316.62,1559.38,2061,1976,142
6433,76.24,112.56,347.76,1585.44,2122,1977,142
6434,73.8,113.92,334.44,1643.84,2166,1978,142
6435,75.84,115.44,314.55,1671.17,2177,1979,142
6436,75.16,122.52,330.21,1745.11,2273,1980,142
6437,75.6,122.68,321.21,1701.51,2221,1981,142
6438,76.68,125.44,300.51,1700.37,2203,1982,142
6439,80.24,111.56,290.61,1560.59,2043,1983,142
6440,73.92,117.2,288.99,1660.89,2141,1984,142
6441,67,116.72,261.36,1663.92,2109,1985,142
6442,69.4,121.28,280.62,1651.7,2123,1986,142
6443,72.8,115.12,308.97,1645.11,2142,1987,142
6444,74.12,119.6,324.45,1621.83,2140,1988,142
6445,78.24,122.28,340.92,1671.56,2213,1989,142
6446,79.2,123.32,367.47,1687.01,2257,1990,142
6447,82.52,122.28,381.87,1627.33,2214,1991,142
6448,81.36,124.28,376.38,1663.98,2246,1992,142
6449,80.52,120.56,378,1627.92,2207,1993,142
6450,81,129.48,399.87,1702.65,2313,1994,142
6451,83.6,126.32,386.91,1692.17,2289,1995,142
6452,80.92,127.76,400.95,1754.37,2364,1996,142
6453,84.56,127.84,401.04,1729.56,2343,1997,142
6454,80.88,128.24,397.17,1685.71,2292,1998,142
6455,86.64,126.04,445.86,1700.46,2359,1999,142
6456,88.8,127,449.73,1726.47,2392,2000,142
6457,88.12,130.92,426.87,1727.09,2373,2001,142
6458,90.32,129.36,423.09,1750.23,2393,2002,142
6459,91.84,128.12,421.38,1749.66,2391,2003,142
6460,92.68,132.76,419.76,1815.8,2461,2004,142
6461,92.2,135.72,411.03,1833.05,2472,2005,142
6462,95.16,138.52,435.33,1844.99,2514,2006,142
6463,100.64,138.16,454.5,1876.7,2570,2007,142
6464,100.36,137.72,446.67,1898.25,2583,2008,142
6465,101.72,141.56,465.39,1886.33,2595,2009,142
6466,102.84,141.64,471.06,1866.46,2582,2010,142
6467,99.8,138.48,474.57,1859.15,2572,2011,142
6468,99.32,138.92,474.57,1871.19,2584,2012,142
6469,99.4,140.32,460.62,1869.66,2570,2013,142
6470,169.92,216.16,795.15,2088.77,3270,1961,143
6471,170.36,216.52,796.68,2089.44,3273,1962,143
6472,176.72,214.48,814.41,2085.39,3291,1963,143
6473,177.8,217.16,834.3,2074.74,3304,1964,143
6474,182.72,221,860.04,2094.24,3358,1965,143
6475,190,217.6,869.67,2102.73,3380,1966,143
6476,193.72,209.84,876.15,2096.29,3376,1967,143
6477,197.28,203.72,907.29,2082.71,3391,1968,143
6478,200.88,202.48,920.16,2081.48,3405,1969,143
6479,205.96,203.44,935.73,2076.87,3422,1970,143
6480,217,199.84,954.18,2057.98,3429,1971,143
6481,224.2,199.8,974.43,2070.57,3469,1972,143
6482,231.16,198.6,1005.3,2068.94,3504,1973,143
6483,238.76,194.88,1018.71,2062.65,3515,1974,143
6484,253.68,193.56,1047.69,2044.07,3539,1975,143
6485,255.04,195.6,1049.94,2088.42,3589,1976,143
6486,253.4,193.4,1066.77,2065.43,3579,1977,143
6487,255.08,196.72,1073.97,2059.23,3585,1978,143
6488,251.6,196.88,1073.79,2063.73,3586,1979,143
6489,248.48,201.28,1048.32,2078.92,3577,1980,143
6490,234.08,194.76,1025.37,1907.79,3362,1981,143
6491,203.96,189.76,919.98,1966.3,3280,1982,143
6492,215.12,184.12,961.02,1996.74,3357,1983,143
6493,208.48,183.2,973.8,1973.52,3339,1984,143
6494,220,184.96,1012.5,1942.54,3360,1985,143
6495,230.44,188.76,1047.24,1959.56,3426,1986,143
6496,229.12,188.36,1052.01,1984.51,3454,1987,143
6497,232.2,190.52,1057.77,1993.51,3474,1988,143
6498,227.08,191.44,1071.99,1998.49,3489,1989,143
6499,216.92,186.96,995.76,1947.36,3347,1990,143
6500,220.72,188.84,998.73,1879.71,3288,1991,143
6501,213.48,195.04,1037.52,1914.96,3361,1992,143
6502,203.32,199.8,1018.89,2002.99,3425,1993,143
6503,193.72,195.48,980.82,1929.98,3300,1994,143
6504,195.24,198.28,999.45,1927.03,3320,1995,143
6505,196.48,198.28,1005.39,1939.85,3340,1996,143
6506,192.08,196.4,992.34,1935.18,3316,1997,143
6507,200.92,196.44,1024.02,1956.62,3378,1998,143
6508,202.08,196.72,1028.97,1956.23,3384,1999,143
6509,198.72,200.52,1020.69,1999.07,3419,2000,143
6510,197.8,200.68,1025.91,1996.61,3421,2001,143
6511,204.16,198.2,1046.43,1980.21,3429,2002,143
6512,205.52,198.6,1031.85,1985.03,3421,2003,143
6513,199.24,197.16,1018.35,1965.25,3380,2004,143
6514,196.96,197.88,1019.88,1955.28,3370,2005,143
6515,198.8,196.08,1011.51,1946.61,3353,2006,143
6516,201.92,196.44,1006.83,1958.81,3364,2007,143
6517,197.64,194.2,1009.62,1944.54,3346,2008,143
6518,205.44,197.2,1048.68,1966.68,3418,2009,143
6519,209.16,195.88,1054.62,1953.34,3413,2010,143
6520,211.72,197.52,1063.08,1970.68,3443,2011,143
6521,210.32,195.84,1059.93,1976.91,3443,2012,143
6522,213.08,192.8,1076.13,1968.99,3451,2013,143
6523,109.72,169.92,501.48,1694.88,2476,1961,144
6524,109.28,183.56,503.82,1777.34,2574,1962,144
6525,112.56,187.72,514.53,1865.19,2680,1963,144
6526,118.2,177.12,532.8,1721.88,2550,1964,144
6527,121.12,188.28,706.23,1819.37,2835,1965,144
6528,120.12,181.2,667.98,1806.7,2776,1966,144
6529,135.84,193.76,711.9,1905.5,2947,1967,144
6530,123.68,198.8,697.14,1959.38,2979,1968,144
6531,133.72,198.08,727.29,2001.91,3061,1969,144
6532,138.4,200.36,703.98,1962.26,3005,1970,144
6533,145,188.8,712.53,1978.67,3025,1971,144
6534,147.68,191.96,743.04,1914.32,2997,1972,144
6535,141.2,191.64,736.83,1914.33,2984,1973,144
6536,149.08,189.72,778.77,1932.43,3050,1974,144
6537,143.36,189.4,776.97,1917.27,3027,1975,144
6538,146.6,179.64,792.63,1886.13,3005,1976,144
6539,152.32,180.12,827.91,1818.65,2979,1977,144
6540,135.08,173.92,800.55,1716.45,2826,1978,144
6541,132.84,164.36,794.79,1673.01,2765,1979,144
6542,141,164.72,772.11,1708.17,2786,1980,144
6543,145.44,157.84,780.3,1694.42,2778,1981,144
6544,147.4,163.28,812.52,1699.8,2823,1982,144
6545,155.28,166.8,810.18,1705.74,2838,1983,144
6546,150.12,175.6,807.75,1735.53,2869,1984,144
6547,166.08,183.16,844.74,1811.02,3005,1985,144
6548,172.28,195.28,862.38,1925.06,3155,1986,144
6549,188.92,197.92,945,1988.16,3320,1987,144
6550,195.28,194.2,1013.76,1925.76,3329,1988,144
6551,205.96,191.36,1026.18,1933.5,3357,1989,144
6552,216.84,190.64,1108.62,1886.9,3403,1990,144
6553,220.4,192.52,1089.9,1926.18,3429,1991,144
6554,228.52,188.12,1080.45,1907.91,3405,1992,144
6555,236.16,190.12,1105.29,1928.43,3460,1993,144
6556,243.2,190.12,1119.87,1935.81,3489,1994,144
6557,241.84,188.6,1109.88,1915.68,3456,1995,144
6558,248.92,188.04,1148.58,1921.46,3507,1996,144
6559,247.84,177.68,1115.82,1846.66,3388,1997,144
6560,263.4,188.12,1131.3,1925.18,3508,1998,144
6561,273.52,183.64,1198.62,1905.22,3561,1999,144
6562,269.12,182.04,1204.47,1888.37,3544,2000,144
6563,276.76,181.32,1198.17,1881.75,3538,2001,144
6564,270.64,178.56,1213.83,1870.97,3534,2002,144
6565,262.24,179.56,1207.71,1873.49,3523,2003,144
6566,268.12,184.36,1191.78,1890.74,3535,2004,144
6567,273.4,178.8,1224.09,1854.71,3531,2005,144
6568,278.68,175.32,1228.23,1838.77,3521,2006,144
6569,293.12,175.96,1255.32,1805.6,3530,2007,144
6570,285.12,171.48,1294.47,1786.93,3538,2008,144
6571,283.16,173.52,1280.61,1769.71,3507,2009,144
6572,280.08,176.04,1259.19,1782.69,3498,2010,144
6573,273.12,173.56,1257.75,1772.57,3477,2011,144
6574,267.84,173.24,1279.08,1752.84,3473,2012,144
6575,269.12,174.4,1262.88,1770.6,3477,2013,144
6576,95.28,254.8,501.03,1980.89,2832,1961,146
6577,95.56,252.76,541.62,1986.06,2876,1962,146
6578,90.92,255.92,529.11,2037.05,2913,1963,146
6579,93.32,252.8,563.49,2011.39,2921,1964,146
6580,95.08,252.16,571.32,2049.44,2968,1965,146
6581,100.68,254.92,564.93,2081.47,3002,1966,146
6582,106.2,249.24,599.04,2031.52,2986,1967,146
6583,106.32,247.8,600.3,2042.58,2997,1968,146
6584,106.72,245.64,609.93,2060.71,3023,1969,146
6585,113.4,223.8,638.46,1887.34,2863,1970,146
6586,115.96,231.72,671.58,1954.74,2974,1971,146
6587,126.72,228.52,719.82,1955.94,3031,1972,146
6588,132.76,226.68,734.4,1972.16,3066,1973,146
6589,138.72,237.32,720.09,2047.87,3144,1974,146
6590,144.2,217.68,769.86,1933.26,3065,1975,146
6591,146.68,223.24,836.1,2028.98,3235,1976,146
6592,152.24,219.12,868.59,1982.05,3222,1977,146
6593,160.44,220.24,874.35,2001.97,3257,1978,146
6594,178.76,205.92,883.98,1924.34,3193,1979,146
6595,172.56,210.52,829.26,1943.66,3156,1980,146
6596,170.4,216.24,813.78,1936.58,3137,1981,146
6597,160,199.56,790.92,1820.52,2971,1982,146
6598,159.16,199.52,807.57,1831.75,2998,1983,146
6599,167.6,201.4,852.39,1851.61,3073,1984,146
6600,178.6,198.36,824.85,1828.19,3030,1985,146
6601,167.4,193.68,799.2,1777.72,2938,1986,146
6602,171.04,192.36,789.39,1748.21,2901,1987,146
6603,166.48,196.96,783.09,1772.47,2919,1988,146
6604,151.72,202.72,748.71,1815.85,2919,1989,146
6605,184.76,200.08,922.77,1819.39,3127,1990,146
6606,178,177.64,856.62,1709.74,2922,1991,146
6607,160.28,180.8,752.04,1741.88,2835,1992,146
6608,160.96,199.56,749.25,1890.23,3000,1993,146
6609,161.8,196.64,726.12,1846.44,2931,1994,146
6610,168.6,207.04,776.97,1874.39,3027,1995,146
6611,164.6,208.08,789.57,1893.75,3056,1996,146
6612,165.4,217.16,747.9,1915.54,3046,1997,146
6613,173.4,216.56,783.9,1894.14,3068,1998,146
6614,168.52,216.64,777.24,1918.6,3081,1999,146
6615,165.84,213.6,822.6,1938.96,3141,2000,146
6616,173.92,221.16,851.76,1992.16,3239,2001,146
6617,191.16,225.08,883.35,2019.41,3319,2002,146
6618,201.8,223.68,915.57,2023.95,3365,2003,146
6619,197.64,228.8,857.97,2069.59,3354,2004,146
6620,212.28,222.08,930.51,2031.13,3396,2005,146
6621,216.16,219.52,952.92,2041.4,3430,2006,146
6622,222.28,212.56,960.75,1979.41,3375,2007,146
6623,223.4,218.92,968.58,1991.1,3402,2008,146
6624,219.04,217.36,964.08,1978.52,3379,2009,146
6625,200.16,218.56,935.37,1970.91,3325,2010,146
6626,196.52,221.24,925.92,1995.32,3339,2011,146
6627,194.16,219.92,928.53,1998.39,3341,2012,146
6628,188.84,223.24,927.27,2018.65,3358,2013,146
6629,145.64,237.96,627.21,2084.19,0,1961,147
6630,152.68,239.6,661.23,2103.49,0,1962,147
6631,160.6,238.32,693.9,2111.18,0,1963,147
6632,149.52,239.64,674.1,2142.74,0,1964,147
6633,152.88,235.12,689.49,2136.51,0,1965,147
6634,158.96,230.08,704.16,2115.8,0,1966,147
6635,170.2,226.68,727.29,2115.83,0,1967,147
6636,175.96,224.52,769.77,2129.75,0,1968,147
6637,180.28,224.2,763.2,2132.32,0,1969,147
6638,185.24,224.72,776.61,2168.43,0,1970,147
6639,186.76,222,772.11,2150.13,0,1971,147
6640,191.2,217.76,776.16,2098.88,0,1972,147
6641,190.76,218.76,802.26,2113.22,0,1973,147
6642,203.8,216.92,824.4,2111.88,0,1974,147
6643,210.64,214,806.13,2110.23,0,1975,147
6644,203.68,215.24,849.69,2135.39,0,1976,147
6645,200.84,212.04,839.25,2113.87,0,1977,147
6646,205.6,212.76,848.16,2120.48,0,1978,147
6647,207.28,211.68,864,2101.04,0,1979,147
6648,204.16,209.2,857.97,2106.67,0,1980,147
6649,204.48,207.24,842.94,2100.34,0,1981,147
6650,202.96,209.72,843.84,2120.48,0,1982,147
6651,205.44,206.64,877.41,2096.51,0,1983,147
6652,212.12,206.04,892.89,2076.95,0,1984,147
6653,216.76,206.72,922.41,2034.11,0,1985,147
6654,220.48,205.8,911.97,2025.75,0,1986,147
6655,221.6,206.88,928.26,2047.26,0,1987,147
6656,223.64,203.36,948.78,2019.22,0,1988,147
6657,226.44,200,965.97,1955.59,0,1989,147
6658,225.48,202.4,948.6,1995.52,0,1990,147
6659,201.48,200.08,799.47,1830.97,0,1991,147
6660,183.64,182.68,728.37,1830.31,2925,1992,147
6661,182.92,182.72,742.77,1863.59,2972,1993,147
6662,178.28,183.28,731.7,1824.74,2918,1994,147
6663,176.08,180.36,716.04,1820.52,2893,1995,147
6664,163.36,175,676.35,1772.29,2787,1996,147
6665,176.6,178.44,701.55,1799.41,2856,1997,147
6666,177.32,176.48,694.35,1814.85,2863,1998,147
6667,169.92,177.2,677.34,1864.54,2889,1999,147
6668,165.64,175.44,688.05,1847.87,2877,2000,147
6669,166.76,180.52,715.95,1890.77,2954,2001,147
6670,172.68,182.16,737.91,1932.25,3025,2002,147
6671,176.52,183.52,761.04,1942.92,3064,2003,147
6672,178.8,183.88,776.34,1973.98,3113,2004,147
6673,188.48,188.32,799.02,2028.18,3204,2005,147
6674,192,189.12,819.36,2046.52,3247,2006,147
6675,205.84,188.24,845.73,2069.19,3309,2007,147
6676,210.52,187.72,857.88,2055.88,3312,2008,147
6677,212.64,185.84,862.47,2012.05,3273,2009,147
6678,216.8,187.04,898.2,1999.96,3302,2010,147
6679,216.88,188.16,909.27,2016.69,3331,2011,147
6680,225.44,188.44,930.24,2021.88,3366,2012,147
6681,224.72,186.64,950.67,1998.97,3361,2013,147
6682,10.44,176.92,102.42,1500.22,1790,1961,148
6683,10.36,179.36,110.43,1648.85,1949,1962,148
6684,10.6,192.72,107.28,1566.4,1877,1963,148
6685,10.48,188.48,115.56,1586.48,1901,1964,148
6686,10.24,189.56,115.11,1614.09,1929,1965,148
6687,10.76,224.8,116.73,1720.71,2073,1966,148
6688,11.44,231.04,147.78,1884.74,2275,1967,148
6689,10.88,215.68,135.27,1818.17,2180,1968,148
6690,10.84,229.8,126,1896.36,2263,1969,148
6691,11.2,222.84,132.21,1922.75,2289,1970,148
6692,10.8,219.08,128.88,1897.24,2256,1971,148
6693,10.6,212.36,126.45,1827.59,2177,1972,148
6694,11.08,210.2,127.62,1831.1,2180,1973,148
6695,11.28,203.88,117.54,1803.3,2136,1974,148
6696,12.08,220.2,153.45,1912.27,2298,1975,148
6697,12.44,224.72,156.87,1946.97,2341,1976,148
6698,13.56,228.2,160.65,1956.59,2359,1977,148
6699,14.8,219,155.07,1946.13,2335,1978,148
6700,14.08,216.68,153.45,1984.79,2369,1979,148
6701,15.84,210.68,152.1,1978.38,2357,1980,148
6702,15.72,214.08,156.06,1980.14,2366,1981,148
6703,15.8,209.6,157.14,1982.46,2365,1982,148
6704,15.04,209.64,157.32,1961,2343,1983,148
6705,15.96,205.52,153.9,1859.62,2235,1984,148
6706,17.04,214.6,172.62,1904.74,2309,1985,148
6707,16.44,197,167.58,1780.98,2162,1986,148
6708,14.96,193.64,157.5,1711.9,2078,1987,148
6709,13.68,172.8,148.68,1598.84,1934,1988,148
6710,13.48,172.64,152.28,1625.6,1964,1989,148
6711,13.72,167.52,149.31,1488.45,1819,1990,148
6712,15.56,171.6,165.24,1598.6,1951,1991,148
6713,15.8,169.6,166.14,1539.46,1891,1992,148
6714,16.84,166.04,204.57,1550.55,1938,1993,148
6715,16.12,167.2,210.69,1467.99,1862,1994,148
6716,15.52,164.28,188.01,1446.19,1814,1995,148
6717,15.84,153.08,152.1,1449.98,1771,1996,148
6718,15.64,149.6,137.79,1419.97,1723,1997,148
6719,16.24,145.28,145.8,1431.68,1739,1998,148
6720,16.28,143.32,149.4,1430,1739,1999,148
6721,14.72,157.92,153.09,1531.27,1857,2000,148
6722,15.72,166.32,157.14,1572.82,1912,2001,148
6723,15.12,176.52,168.39,1733.97,2094,2002,148
6724,16.24,172.8,176.67,1638.29,2004,2003,148
6725,17.16,171.12,193.23,1587.49,1969,2004,148
6726,16.92,176.96,193.77,1649.35,2037,2005,148
6727,19.04,181,216.81,1627.15,2044,2006,148
6728,20.56,190.44,217.53,1624.47,2053,2007,148
6729,20.76,192.4,222.66,1665.18,2101,2008,148
6730,20.84,201.72,273.69,1699.75,2196,2009,148
6731,24.4,202.64,258.39,1712.57,2198,2010,148
6732,26.32,195.96,263.25,1727.47,2213,2011,148
6733,26.04,204.12,240.3,1799.54,2270,2012,148
6734,22.36,204.88,213.93,1786.83,2228,2013,148
6735,49.16,86.16,446.31,1135.37,1717,1961,149
6736,50.04,90.88,448.74,1192.34,1782,1962,149
6737,54.4,94.52,458.01,1208.07,1815,1963,149
6738,57.88,96.68,477.54,1250.9,1883,1964,149
6739,61.32,95.72,502.38,1271.58,1931,1965,149
6740,70.4,91.8,529.92,1267.88,1960,1966,149
6741,80.08,93.24,532.8,1297.88,2004,1967,149
6742,85.16,91.24,572.31,1293.29,2042,1968,149
6743,83.72,89.8,530.46,1297.02,2001,1969,149
6744,92.04,92.32,568.26,1324.38,2077,1970,149
6745,100.12,93.16,578.88,1255.84,2028,1971,149
6746,121.16,94.16,595.26,1365.42,2176,1972,149
6747,112.56,97.64,593.55,1373.25,2177,1973,149
6748,113.24,95.12,611.91,1463.73,2284,1974,149
6749,115.96,92.4,610.74,1391.9,2211,1975,149
6750,135.44,88.92,608.13,1377.51,2210,1976,149
6751,129.64,96.36,642.24,1358.76,2227,1977,149
6752,138.36,102.6,627.39,1384.65,2253,1978,149
6753,146.44,100.4,652.32,1418.84,2318,1979,149
6754,155.24,105.52,606.87,1500.37,2368,1980,149
6755,161.56,98.12,595.89,1418.43,2274,1981,149
6756,160.88,94.28,689.22,1335.62,2280,1982,149
6757,152.4,99.4,697.86,1383.34,2333,1983,149
6758,151.08,111.44,711.81,1479.67,2454,1984,149
6759,158.08,112.72,742.41,1609.79,2623,1985,149
6760,163.88,112.72,812.88,1541.52,2631,1986,149
6761,166.24,115.48,822.87,1579.41,2684,1987,149
6762,170.32,123.48,814.41,1616.79,2725,1988,149
6763,150.28,125.08,808.38,1550.26,2634,1989,149
6764,161.16,117.88,742.32,1476.64,2498,1990,149
6765,150.92,122.16,758.07,1486.85,2518,1991,149
6766,144.12,120.52,750.42,1490.94,2506,1992,149
6767,140.08,115.32,678.51,1474.09,2408,1993,149
6768,141.44,116.36,683.37,1490.83,2432,1994,149
6769,175,105.24,723.24,1489.52,2493,1995,149
6770,179.52,110.08,745.29,1479.11,2514,1996,149
6771,159.88,106.08,710.28,1438.76,2415,1997,149
6772,157.92,110.36,680.67,1450.05,2399,1998,149
6773,168.16,107.64,660.69,1447.51,2384,1999,149
6774,194.76,112.68,736.38,1470.18,2514,2000,149
6775,187.72,117.92,720,1513.36,2539,2001,149
6776,198.08,113.56,753.03,1449.33,2514,2002,149
6777,188.76,112.76,744.48,1417,2463,2003,149
6778,196.72,111.44,772.74,1385.1,2466,2004,149
6779,183.24,109.36,727.83,1385.57,2406,2005,149
6780,186.88,111.8,720.72,1407.6,2427,2006,149
6781,180.24,113.32,722.07,1438.37,2454,2007,149
6782,188.16,113.48,774.27,1437.09,2513,2008,149
6783,185.84,116.76,731.61,1457.79,2492,2009,149
6784,189.92,109.16,757.44,1430.48,2487,2010,149
6785,183.08,105.88,773.01,1408.03,2470,2011,149
6786,180.48,108.2,760.5,1427.82,2477,2012,149
6787,182.32,106.96,800.28,1402.44,2492,2013,149
6788,69.24,83.6,322.56,1212.6,1688,1961,150
6789,68.76,84.44,371.61,1222.19,1747,1962,150
6790,68.96,78.84,373.41,1178.79,1700,1963,150
6791,71.36,85.96,378.45,1244.23,1780,1964,150
6792,74.96,79.56,397.17,1195.31,1747,1965,150
6793,80.4,83.88,419.31,1221.41,1805,1966,150
6794,81.56,82.08,423.72,1180.64,1768,1967,150
6795,86.88,86.16,449.19,1196.77,1819,1968,150
6796,89.24,88.4,462.69,1196.67,1837,1969,150
6797,102.76,89.92,493.38,1217.94,1904,1970,150
6798,108.04,97.56,511.38,1310.02,2027,1971,150
6799,111.32,93.04,513.36,1242.28,1960,1972,150
6800,103.4,89.24,506.34,1238.02,1937,1973,150
6801,96.44,85.76,488.97,1235.83,1907,1974,150
6802,102.08,87.16,495.18,1212.58,1897,1975,150
6803,109.8,91.52,504.99,1242.69,1949,1976,150
6804,121,99.96,568.17,1347.87,2137,1977,150
6805,132.08,107.68,573.48,1402.76,2216,1978,150
6806,123.44,115.16,542.07,1475.33,2256,1979,150
6807,112.8,110.8,533.52,1426.88,2184,1980,150
6808,124.64,113.6,562.05,1460.71,2261,1981,150
6809,126.32,113.68,582.66,1444.34,2267,1982,150
6810,131.32,112.72,575.91,1436.05,2256,1983,150
6811,145.4,119.84,623.7,1510.06,2399,1984,150
6812,145.72,121.68,607.05,1551.55,2426,1985,150
6813,155.76,128.8,563.13,1615.31,2463,1986,150
6814,155.68,136.28,517.14,1690.9,2500,1987,150
6815,154.76,126.6,481.14,1645.5,2408,1988,150
6816,167.16,133.6,513.99,1639.25,2454,1989,150
6817,168.72,130.8,533.61,1663.87,2497,1990,150
6818,191.12,133.32,588.42,1655.14,2568,1991,150
6819,191.76,136.08,591.12,1768.04,2687,1992,150
6820,206.44,133.12,619.2,1723.24,2682,1993,150
6821,209.64,137.64,671.4,1708.32,2727,1994,150
6822,212.64,129.08,659.07,1668.21,2669,1995,150
6823,205.88,127.4,678.15,1660.57,2672,1996,150
6824,206.36,136.16,687.06,1705.42,2735,1997,150
6825,204.84,129,667.98,1682.18,2684,1998,150
6826,226.8,126.12,724.14,1630.94,2708,1999,150
6827,223.88,130.96,726.03,1628.13,2709,2000,150
6828,209.56,125.04,681.75,1593.65,2610,2001,150
6829,224.36,134.32,696.87,1621.45,2677,2002,150
6830,224,133.2,700.83,1581.97,2640,2003,150
6831,229.2,130.64,735.3,1553.86,2649,2004,150
6832,222.96,135.12,750.15,1544.77,2653,2005,150
6833,209.4,132.76,747.72,1541.12,2631,2006,150
6834,212.92,129.88,739.17,1507.03,2589,2007,150
6835,208.56,128.12,705.15,1513.17,2555,2008,150
6836,206.6,129.72,700.74,1543.94,2581,2009,150
6837,210.16,129.16,719.46,1537.22,2596,2010,150
6838,207.32,131.2,701.55,1542.93,2583,2011,150
6839,200.44,134.48,709.38,1534.7,2579,2012,150
6840,202.48,140.36,713.88,1538.28,2595,2013,150
6841,64.8,102.24,368.82,1273.14,1809,1961,151
6842,64.92,111.6,406.8,1397.68,1981,1962,151
6843,62.4,103.2,411.12,1278.28,1855,1963,151
6844,58.32,106.6,431.28,1370.8,1967,1964,151
6845,59.92,114.16,425.07,1407.85,2007,1965,151
6846,70.24,116.4,482.94,1440.42,2110,1966,151
6847,63.08,108.72,487.26,1413.94,2073,1967,151
6848,68.68,115.16,488.61,1469.55,2142,1968,151
6849,72,115.44,510.57,1494.99,2193,1969,151
6850,84.28,120.44,513.18,1533.1,2251,1970,151
6851,87.84,120.44,530.37,1556.35,2295,1971,151
6852,83.2,125.68,530.28,1578.84,2318,1972,151
6853,79.76,121.96,532.35,1525.93,2260,1973,151
6854,79.64,120.24,511.11,1436.01,2147,1974,151
6855,76.68,114.6,509.85,1515.87,2217,1975,151
6856,81.2,115.04,511.83,1536.93,2245,1976,151
6857,79.32,120.44,522.72,1544.52,2267,1977,151
6858,79.84,122.44,514.53,1514.19,2231,1978,151
6859,76.56,138.84,530.55,1611.05,2357,1979,151
6860,73.8,138.48,522.18,1649.54,2384,1980,151
6861,73.6,147.44,536.13,1718.83,2476,1981,151
6862,87.36,135.92,534.69,1661.03,2419,1982,151
6863,82.48,138.96,547.83,1636.73,2406,1983,151
6864,97.36,133.2,541.08,1646.36,2418,1984,151
6865,95.16,132.36,566.37,1622.11,2416,1985,151
6866,95.68,129.52,556.2,1626.6,2408,1986,151
6867,115.32,124.16,581.31,1582.21,2403,1987,151
6868,109.48,125.88,571.95,1565.69,2373,1988,151
6869,113.48,114.4,575.37,1505.75,2309,1989,151
6870,129.24,109.36,644.04,1448.36,2331,1990,151
6871,129.12,111.32,646.65,1479.91,2367,1991,151
6872,139.72,105.52,654.48,1454.28,2354,1992,151
6873,132.44,123.28,640.17,1561.11,2457,1993,151
6874,125.16,120.16,529.74,1553.94,2329,1994,151
6875,132.12,118.64,587.43,1488.81,2327,1995,151
6876,135.36,119.52,566.46,1507.66,2329,1996,151
6877,142.48,114.44,572.85,1484.23,2314,1997,151
6878,136.96,119.72,563.94,1554.38,2375,1998,151
6879,142.44,127.08,600.21,1598.27,2468,1999,151
6880,138.72,132.32,562.23,1664.73,2498,2000,151
6881,131.2,129.8,583.74,1629.26,2474,2001,151
6882,167.16,139.84,644.85,1706.15,2658,2002,151
6883,168.08,142.96,657.36,1716.6,2685,2003,151
6884,174.24,142.76,679.77,1715.23,2712,2004,151
6885,176.84,146.72,689.49,1767.95,2781,2005,151
6886,183.76,141.76,692.64,1781.84,2800,2006,151
6887,192.88,144.76,691.02,1803.34,2832,2007,151
6888,196.64,147.52,704.7,1819.14,2868,2008,151
6889,199.72,147.56,720.81,1804.91,2873,2009,151
6890,198.92,152.32,743.85,1811.91,2907,2010,151
6891,191.32,153.12,741.24,1855.32,2941,2011,151
6892,189,153.6,707.85,1878.55,2929,2012,151
6893,187.88,157.04,720.63,1902.45,2968,2013,151
6894,86,94,731.88,1065.12,1977,1961,152
6895,84.96,95.68,703.08,1097.28,1981,1962,152
6896,89.52,94.88,703.62,1082.98,1971,1963,152
6897,92.4,100.24,685.71,1126.65,2005,1964,152
